sequence_id,virus,length,molecular_weight,isoelectric_point,aromaticity,instability_index,gravy
MH053463|s|LIII|3251,Lassa,1053,118610.891,8.6974458694458,0.08736942070275404,50.750531813865344,-0.0726495726495727
MZ169793|s|LIII|3259,Lassa,1020,114154.22880000001,9.105595207214353,0.08529411764705883,50.46069607843156,-0.11803921568627454
MH053480|s|LIII|3259,Lassa,1063,118522.4878,8.866159629821777,0.09501411100658513,46.28401693320812,0.08156161806208839
MK107917|s|LIII|3366,Lassa,1055,119112.56839999999,9.610124778747558,0.08436018957345971,48.41346919431298,-0.15289099526066355
KM821980|s|LIII|3388,Lassa,1048,117977.86419999998,9.147693061828615,0.08301526717557252,52.69724236641247,-0.10973282442748096
MK107912|s|LIII|3550,Lassa,1160,129745.67540000001,8.93140163421631,0.09310344827586207,48.29845689655198,0.08146551724137928
MK107918|s|LIII|3416,Lassa,1063,120635.56470000002,8.331974601745607,0.08842897460018814,49.07743179680172,-0.25183443085606777
MH053470|s|LIII|3256,Lassa,1063,118661.8493,8.836826515197757,0.09407337723424271,46.208476011289015,0.0758231420507996
MH053482|s|LIII|3258,Lassa,1053,118333.8794,8.825995826721194,0.08547008547008547,49.15813865147222,-0.08509021842355179
MK107939|s|LIII|3461,Lassa,1132,126792.52749999998,9.09089641571045,0.09275618374558305,45.7618462897529,0.053975265017667806
MK107940|s|LIII|3460,Lassa,1079,123052.394,8.799241447448733,0.09175162187210381,43.92329935125136,-0.22113067655236335
MK107953|s|LIII|3388,Lassa,1057,117942.18350000001,9.507748985290526,0.07568590350047304,47.29214758751204,0.003973509933774796
MK107899|s|LIII|3424,Lassa,1055,119739.68479999999,8.634073448181152,0.0938388625592417,44.03605687203812,-0.15658767772511853
MH053589|s|LIII|3286,Lassa,1030,115054.7267,9.372558784484863,0.08349514563106797,48.74388349514586,-0.029029126213592268
MK118034|s|LIII|3284,Lassa,965,111148.0074,8.283172035217287,0.10051813471502591,44.99869430051832,-0.21005181347150265
MK117989|s|LIII|3258,Lassa,1045,116802.9737,8.800724220275882,0.09569377990430622,44.677138755981055,0.12181818181818178
MH053468|s|LIII|3258,Lassa,1064,119080.50820000001,8.915026664733887,0.09680451127819549,45.62576127819571,0.0858082706766917
MK118011|s|LIII|3373,Lassa,1043,116233.81740000001,9.42645435333252,0.08245445829338446,43.64985618408456,-0.04602109300095881
MK107945|s|LIII|3368,Lassa,1098,122737.79399999998,8.82909030914307,0.09289617486338797,46.75073770491827,0.09171220400728594
MK107911|s|LIII|3424,Lassa,1069,119476.0088,9.68368320465088,0.08606173994387278,42.477362020580195,-0.08840037418147806
MK107900|s|LIII|3383,Lassa,1045,119065.78509999998,7.4128503799438485,0.09473684210526316,44.33714832535903,-0.18794258373205744
MK107954|s|LIII|3351,Lassa,1047,116288.5252,9.409112358093264,0.08022922636103152,44.54509073543479,-0.05482330468003824
MK117952|s|LIII|3445,Lassa,1057,117904.19020000001,9.535470390319823,0.08514664143803218,45.68438978240324,-0.07388836329233683
MK117852|s|LIII|3403,Lassa,1059,118251.5926,9.581565284729002,0.08309726156751653,44.33050047214375,-0.10273843248347501
MK107947|s|LIII|3396,Lassa,1070,118075.67889999998,9.622502708435057,0.07663551401869159,41.90028037383197,0.1489719626168224
MK107920|s|LIII|3453,Lassa,1073,121973.00679999999,8.59945392608643,0.09412861136999068,46.80552656104399,-0.2143522833178006
MK107919|s|LIII|3490,Lassa,1088,121345.51749999999,9.624178886413574,0.07904411764705882,45.913786764706074,-0.06176470588235297
MH053474|s|LIII|3263,Lassa,1062,118542.7935,8.890012931823733,0.09416195856873823,44.85349340866311,0.08672316384180788
KF478769|s|LIV_V|3364,Lassa,1083,121797.61069999999,8.137215614318851,0.08125577100646353,48.798910433979906,-0.18014773776546633
OL774863|s|LIV_V|3566,Lassa,1155,129820.8811,8.274275398254396,0.09004329004329005,49.75265800865824,-0.12597402597402602
KF478767|s|LIV_V|3421,Lassa,1107,124572.65500000001,8.359438133239749,0.08852755194218609,51.913839205058956,-0.1664859981933153
KF478765|s|LIV_V|3571,Lassa,1157,129830.9027,8.3166955947876,0.0881590319792567,50.9977700950737,-0.12324978392394127
KF478768|s|LIV_V|3410,Lassa,1080,121289.03779999999,8.526024436950681,0.09166666666666667,56.82092592592622,-0.13138888888888892
KF478766|s|LIV_V|3561,Lassa,1154,130412.9112,8.464843940734863,0.09618717504332756,50.58961871750457,-0.1267764298093588
FR832711|s|LIV_V|3392,Lassa,1100,123851.1977,8.38129291534424,0.08727272727272728,51.070554545454776,-0.11463636363636368
AF246121|s|LIV_V|3391,Lassa,1052,117775.1435,9.248457145690917,0.08460076045627377,35.570741444867075,0.12642585551330796
MG812632|s|LIV_V|3391,Lassa,1053,120184.3689,7.500496101379395,0.09591642924976258,48.89822412155766,-0.16790123456790126
MG812669|s|LIV_V|3390,Lassa,1066,119642.9673,8.340548896789553,0.0975609756097561,51.67917448405278,-0.17157598499061916
MH215289|s|LIV_V|3390,Lassa,1095,123519.06950000001,7.220336723327637,0.09406392694063927,50.45993607305957,-0.06949771689497722
MH215281|s|LIV_V|3378,Lassa,1093,122955.47690000001,7.987262153625488,0.08691674290942361,51.84522415370563,-0.1148215919487649
MG812665|s|LIV_V|3386,Lassa,1061,120413.1059,6.6142057418823255,0.09142318567389256,55.000490103676036,-0.38878416588124415
MG812658|s|LIV_V|3378,Lassa,1044,118442.5748,9.378941154479982,0.09961685823754789,41.99676245210744,0.08122605363984671
MG812661|s|LIV_V|3380,Lassa,1047,118673.69569999998,9.291328620910644,0.1002865329512894,41.11443170964678,0.07889207258834763
MH215283|s|LIV_V|3390,Lassa,1094,123100.85339999999,8.201490592956542,0.08775137111517367,50.07214808043895,-0.06343692870201101
MG812673|s|LIV_V|3391,Lassa,1065,119669.72059999999,8.093248176574708,0.10422535211267606,55.12028169014113,-0.183943661971831
MG812670|s|LIV_V|3340,Lassa,1028,115570.2427,9.16916103363037,0.0933852140077821,38.90848249027254,0.08657587548638129
MG812667|s|LIV_V|3347,Lassa,1083,121089.8718,8.26093044281006,0.08310249307479224,50.474524469067596,0.018744228993536435
MG812657|s|LIV_V|3332,Lassa,1056,118186.40359999999,8.600872230529788,0.09375,49.43475378787905,-0.15198863636363638
MG812679|s|LIV_V|3388,Lassa,1051,117026.9413,9.070782279968263,0.07611798287345385,49.68545195052348,0.01113225499524259
MH215287|s|LIV_V|3392,Lassa,1061,121218.55540000001,8.747666740417483,0.09519321394910463,46.45836003770051,-0.20301602262016968
MG812650|s|LIV_V|3380,Lassa,1093,122804.6023,8.015628242492678,0.0878316559926807,49.68812442817953,-0.04309240622140901
MG812677|s|LIV_V|3304,Lassa,1017,115773.0582,6.492001914978027,0.09734513274336283,49.4750639134712,-0.12497541789577192
MG812663|s|LIV_V|3353,Lassa,1092,121465.777,8.784671592712403,0.09340659340659341,44.3234523809526,0.06932234432234428
MG812655|s|LIV_V|3351,Lassa,1092,121358.6869,8.7499231338501,0.0924908424908425,43.770705128205336,0.06785714285714282
MH215279|s|LIV_V|3392,Lassa,1046,118979.7794,6.89805965423584,0.09273422562141492,47.0145602294457,-0.1668260038240918
MG812653|s|LIV_V|3370,Lassa,1096,121895.45380000002,8.744636726379394,0.09032846715328467,44.425921532846935,0.06532846715328464
GU830839|s|LIV_V|3358,Lassa,1049,117663.0747,8.973886299133301,0.08007626310772165,41.54608198284095,0.18074356530028596
MG812685|s|LIV_V|3388,Lassa,1073,121063.0666,8.798467826843265,0.097856477166822,50.06859273066191,-0.10549860205032621
KU978807|s|LIV_V|3395,Lassa,1051,118864.06769999999,9.292553520202638,0.08087535680304472,46.70894386298782,-0.05889628924833495
MH215285|s|LIV_V|3398,Lassa,1066,118083.78809999999,9.631334877014158,0.09380863039399626,49.66483114446548,0.21350844277673542
MG812648|s|LIV_V|3394,Lassa,1068,119873.05589999999,7.672547721862794,0.07958801498127341,58.21657303370812,-0.32949438202247194
MG812636|s|LIV_V|3395,Lassa,1066,117467.3644,9.592911720275879,0.08911819887429644,47.037898686679355,0.23311444652908064
AY628205|s|LIV_V|3396,Lassa,1109,124113.02570000001,7.927242088317873,0.07484220018034266,38.343462578900095,-0.09161406672678091
MG812645|s|LIV_V|3399,Lassa,1090,122658.10829999999,8.408627510070804,0.08807339449541285,40.102871559633186,0.09440366972477061
AY628201|s|LIV_V|3399,Lassa,1109,124249.32710000001,8.155653572082521,0.07844905320108206,38.364021641118306,-0.07799819657348964
MT861994|s|LIV_V|3401,Lassa,1075,119746.90250000001,8.892075920104983,0.08093023255813954,54.69954418604674,-0.11981395348837214
MG812631|s|LIV_V|3402,Lassa,1073,119775.5035,8.654574394226074,0.09599254426840634,51.76338303821086,-0.08937558247903078
OM791226|s|LIV_V|3400,Lassa,1049,118044.94380000001,9.519030952453612,0.0886558627264061,41.48620591039103,0.17054337464251665
OM735980|s|LIV_V|3400,Lassa,1097,123512.81119999998,8.559612464904788,0.08659981768459435,42.761458523245444,0.03418413855970826
OM735984|s|LIV_V|3400,Lassa,1097,123449.66129999999,8.399666404724123,0.08477666362807657,43.84650865998199,0.02680036463081127
OM735986|s|LIV_V|3394,Lassa,1094,123056.19870000001,8.407273674011233,0.08683729433272395,43.52981718464374,0.03711151736745884
OM735968|s|LIV_V|3400,Lassa,1096,123475.8291,8.399666404724123,0.08576642335766424,44.40759124087614,0.04160583941605836
OR113006|s|LIV_V|2880,Lassa,908,103967.5161,9.326206016540528,0.09801762114537446,48.05936123348038,-0.33006607929515425
KM821798|s|LIV_V|3402,Lassa,1104,124108.6436,8.274984550476077,0.09148550724637682,48.6934873188408,-0.08378623188405801
OM735988|s|LIV_V|3401,Lassa,1106,123603.18750000001,8.623113822937015,0.09041591320072333,50.292775768535506,-0.055786618444846336
OM791230|s|LIV_V|3400,Lassa,1093,122976.5865,8.200523567199706,0.09332113449222323,42.912918572735784,0.09945105215004572
OM791232|s|LIV_V|3401,Lassa,1107,123563.2925,8.374072456359865,0.08130081300813008,49.4054290876244,-0.0750677506775068
OM735978|s|LIV_V|3401,Lassa,1107,123783.6541,8.38470973968506,0.08310749774164408,49.612294489611756,-0.056187895212285496
OM735976|s|LIV_V|3401,Lassa,1107,123766.61529999999,8.295936775207519,0.08401084010840108,48.74662149954852,-0.04706413730803979
OM791228|s|LIV_V|3395,Lassa,1100,123585.8012,8.412173271179203,0.09363636363636363,47.470109090909276,-0.11327272727272732
KT992417|s|LIV_V|3386,Lassa,1044,116932.4503,9.478738212585451,0.08812260536398467,36.89341954023002,0.26848659003831415
KT992421|s|LIV_V|3317,Lassa,1042,114841.9347,9.755952262878417,0.08637236084452976,44.741190019194036,0.3029750479846449
KT992420|s|LIV_V|3393,Lassa,1048,116908.07509999999,9.235047721862792,0.0849236641221374,42.644875954198646,0.2915076335877862
KT992419|s|LIV_V|3384,Lassa,1047,117220.22219999999,9.280626869201662,0.08978032473734479,43.5782521489973,0.26189111747851
KT992418|s|LIV_V|3393,Lassa,1049,117439.36309999999,9.26960277557373,0.09056244041944708,44.599837940896315,0.24366062917063866
KT992416|s|LIV_V|3393,Lassa,1049,117483.41569999998,9.26960277557373,0.09056244041944708,44.814995233556,0.24156339370829358
KM821822|s|LIV_V|3397,Lassa,1051,116311.3333,8.822321128845214,0.07611798287345385,36.20353948620375,0.1803996194100856
OM791220|s|LIV_V|3401,Lassa,1106,124368.7343,8.68796901702881,0.0895117540687161,47.192233273056296,-0.1715189873417722
KM821872|s|LIV_V|3315,Lassa,1021,114237.3726,8.903938102722169,0.0920666013712047,42.70139079334007,0.15161606268364347
MW039391|s|LIV_V|3368,Lassa,1045,117524.2611,9.364242362976075,0.08995215311004784,44.504909090909315,0.1447846889952153
MW039388|s|LIV_V|3368,Lassa,987,111014.76879999999,9.267926597595213,0.09422492401215804,41.00448834853108,0.21691995947315093
KM821861|s|LIV_V|3396,Lassa,1058,118700.6551,9.084062767028808,0.07939508506616258,36.94083175803419,0.17438563327032133
KM821869|s|LIV_V|3364,Lassa,1054,117599.6451,8.602290534973147,0.08633776091081594,51.046489563567576,-0.14041745730550287
KM821909|s|LIV_V|3391,Lassa,1057,117790.63940000001,8.64193859100342,0.08893093661305583,51.05884578997184,-0.1459791863765374
KM821871|s|LIV_V|3373,Lassa,1053,118375.0418,9.102565193176268,0.07977207977207977,41.09070275403628,0.15603038936372268
KM821835|s|LIV_V|3397,Lassa,1059,118880.6734,9.188759422302244,0.08215297450424928,38.77177525967912,0.14485363550519356
KM821833|s|LIV_V|3395,Lassa,1045,117495.0515,9.179282569885256,0.08516746411483253,38.37886124401931,0.15301435406698563
PV730130|s|LIV_V|3431,Lassa,1072,121494.8998,9.532053565979005,0.08768656716417911,54.38041044776146,-0.2725746268656717
MW039389|s|LIV_V|3368,Lassa,985,111043.05859999999,9.214224433898927,0.09137055837563451,42.180639593908815,0.20822335025380706
KM821885|s|LIV_V|3339,Lassa,1054,118111.85019999999,8.94429531097412,0.09487666034155598,52.05872865275164,-0.10028462998102469
KM821847|s|LIV_V|3396,Lassa,1052,117462.875,9.275727272033691,0.08555133079847908,43.91665399239558,0.15351711026615966
KM821904|s|LIV_V|3348,Lassa,1053,118138.5031,8.959767723083495,0.09116809116809116,51.54824311491001,-0.13646723646723652
KM821802|s|LIV_V|3401,Lassa,1072,119838.48700000001,8.901359367370606,0.0914179104477612,48.954011194030066,-0.10774253731343286
KM821856|s|LIV_V|3402,Lassa,1064,118404.46650000001,9.12796573638916,0.09210526315789473,51.68345864661679,-0.07274436090225567
MW039390|s|LIV_V|3298,Lassa,987,110366.8462,8.67494640350342,0.08611955420466058,40.141955420466246,0.24802431610942247
OR113007|s|LIV_V|2880,Lassa,931,104014.0938,8.127029609680175,0.07841031149301826,43.479172932330975,-0.0967776584317938
KM821800|s|LIV_V|3402,Lassa,1072,120029.5458,8.774227714538572,0.08582089552238807,57.141417910448,-0.14197761194029854
OM735990|s|LIV_V|3399,Lassa,1057,118549.99489999999,8.866804313659667,0.08703878902554399,40.191135288552694,0.18060548722800376
OM735974|s|LIV_V|3400,Lassa,1102,123612.49029999999,8.991357231140139,0.08439201451905626,51.893203266787886,-0.05308529945553543
PV730129|s|LIV_V|3511,Lassa,1135,127248.01469999999,8.086543464660647,0.07929515418502202,40.96027312775352,-0.18837004405286348
PV730128|s|LIV_V|3371,Lassa,1055,120179.42619999999,9.462169837951663,0.09573459715639811,53.0128909952609,-0.30142180094786736
KM821837|s|LIV_V|3402,Lassa,1070,119171.7809,8.727488136291505,0.08317757009345794,53.95962616822455,-0.12074766355140192
AY179173|s|LIV_V|3364,Lassa,1047,116805.06329999998,8.976078224182132,0.08022922636103152,37.71919770773654,0.1915950334288443
MG812647|s|LIV_V|3398,Lassa,1059,117426.65950000001,8.658506965637208,0.0821529745042493,54.42777148253095,-0.11189801699716717
MG812639|s|LIV_V|3400,Lassa,1059,117919.5049,9.17676830291748,0.08498583569405099,38.15213408876312,0.15288007554296504
KM821859|s|LIV_V|3399,Lassa,1075,119674.60910000002,8.579662132263184,0.08558139534883721,53.49424186046538,-0.1522790697674419
KM821787|s|LIV_V|3399,Lassa,1072,119028.94179999999,8.20993595123291,0.08208955223880597,57.67677238805997,-0.14141791044776122
OR041676|s|LIV_V|3327,Lassa,1043,118336.69000000002,9.570347785949707,0.09012464046021093,49.15810162991397,-0.2926174496644296
OQ919519|s|LIV_V|3398,Lassa,1101,122196.6339,8.320434761047363,0.0653950953678474,47.62188919164419,-0.25921889191643965
KM821806|s|LIV_V|3394,Lassa,1054,117043.4021,8.937655067443853,0.08728652751423151,35.73814990512348,0.19876660341555974
KM821804|s|LIV_V|3392,Lassa,1066,118401.69249999999,8.492371940612792,0.07879924953095685,55.84653846153873,-0.12035647279549723
MG812683|s|LIV_V|3375,Lassa,1049,117860.7189,7.560063362121583,0.08198284080076264,48.41364156339395,-0.15757864632983798
MG812643|s|LIV_V|3401,Lassa,1108,125546.3404,8.537628746032716,0.09476534296028881,46.06363718411572,-0.1435920577617329
KM821854|s|LIV_V|3361,Lassa,1090,123329.77410000001,8.547363471984863,0.0981651376146789,47.09477981651396,-0.11128440366972481
PP826286|s|LIV_V|3402,Lassa,1074,119857.66600000001,9.183344078063964,0.08938547486033518,54.88148044692763,-0.13081936685288642
OL774857|s|LIV_V|3402,Lassa,1071,119413.24519999999,9.173738288879395,0.08590102707749767,57.186461251167415,-0.13361344537815129
KM821900|s|LIV_V|3402,Lassa,1072,119518.4121,9.201201820373537,0.08582089552238806,57.94347014925401,-0.13348880597014928
KM821894|s|LIV_V|3401,Lassa,1071,119417.30819999998,9.201201820373537,0.08590102707749767,57.39813258636816,-0.13492063492063494
KM821906|s|LIV_V|3391,Lassa,1068,119020.8403,9.191338157653806,0.08614232209737828,57.415730337078934,-0.13043071161048692
KM821897|s|LIV_V|3393,Lassa,1069,119157.9796,9.191402626037597,0.08606173994387278,57.486810102900186,-0.13330215154349861
KM821850|s|LIV_V|3400,Lassa,1055,117058.57079999999,8.998835563659668,0.07393364928909954,38.242758293838996,0.17649289099526064
KM821890|s|LIV_V|3383,Lassa,1066,118957.6025,9.0929594039917,0.08724202626641651,57.970356472795785,-0.12964352720450287
KM821907|s|LIV_V|3307,Lassa,1024,114123.0147,8.7092435836792,0.0791015625,38.30762695312514,0.20283203124999996
KM821902|s|LIV_V|3403,Lassa,1054,117398.9517,8.860937690734861,0.07779886148007589,38.0434629981026,0.1922201138519924
KM821845|s|LIV_V|3390,Lassa,1065,118119.2766,8.279884147644044,0.08826291079812207,51.16799061032889,-0.07239436619718313
KM821775|s|LIV_V|3397,Lassa,1051,117531.45139999999,9.113138008117676,0.0818268315889629,41.89554709800207,0.2181731684110371
KM821824|s|LIV_V|3395,Lassa,1068,118974.7716,8.844885063171386,0.0898876404494382,56.11283707865194,-0.1117041198501873
KM821794|s|LIV_V|3395,Lassa,1045,117288.89799999999,8.888788032531739,0.08516746411483253,39.58756937799062,0.21760765550239233
OQ919514|s|LIV_V|3247,Lassa,1048,116549.70449999999,8.425582695007325,0.06774809160305342,46.37166984732841,-0.2152671755725191
KM821773|s|LIV_V|3394,Lassa,1053,118122.639,8.9232141494751,0.08641975308641975,39.7334377967713,0.18110161443494774
KM822111|s|LIV_V|3392,Lassa,1043,116522.9765,8.876732444763185,0.07957813998082454,42.57278044103564,0.19875359539789067
KM821830|s|LIV_V|3392,Lassa,1066,118329.6369,8.546783256530762,0.08818011257035648,54.76933395872447,-0.09212007504690435
KM821789|s|LIV_V|3400,Lassa,1053,117366.21899999998,9.116619300842284,0.07597340930674264,39.3915479582148,0.2219373219373219
KM821785|s|LIV_V|3399,Lassa,1067,118664.1314,8.50171985626221,0.08997188378631678,56.13946579194026,-0.09587628865979385
KM821777|s|LIV_V|3400,Lassa,1054,117365.1912,9.1135892868042,0.07590132827324478,39.797248576850265,0.2232447817836812
KM821820|s|LIV_V|3401,Lassa,1065,118486.97789999998,8.460331153869632,0.0892018779342723,56.47127699530541,-0.09164319248826294
KM821863|s|LIV_V|3400,Lassa,1054,117555.29560000001,8.986779975891114,0.07590132827324478,39.32011385199258,0.21726755218216315
KM821878|s|LIV_V|3339,Lassa,1028,115019.36250000002,9.0393217086792,0.07782101167315175,39.11157587548654,0.2125486381322957
KM821814|s|LIV_V|3397,Lassa,1102,124117.3354,8.420940971374517,0.09165154264972777,48.254192377495656,-0.15789473684210528
KM821882|s|LIV_V|3402,Lassa,1072,119405.8331,8.661150169372558,0.08861940298507462,54.01670708955248,-0.12182835820895524
KM821877|s|LIV_V|3382,Lassa,1064,118534.73320000002,8.561610984802247,0.08458646616541353,54.56156954887241,-0.14501879699248124
OR041677|s|LIV_V|3402,Lassa,936,105962.8643,9.637910652160645,0.08440170940170941,53.759615384615635,-0.18771367521367524
KM821818|s|LIV_V|3402,Lassa,1070,119167.5112,8.591911125183106,0.08411214953271028,55.40785981308434,-0.1429906542056075
KM821826|s|LIV_V|3398,Lassa,1103,124389.59879999999,8.355956840515141,0.08794197642792385,51.34135086128762,-0.19728014505893024
KM822113|s|LIV_V|3391,Lassa,1045,116711.1973,9.070395469665527,0.0813397129186603,37.1678468899523,0.18143540669856456
KM822124|s|LIV_V|3404,Lassa,1069,119316.04030000001,8.735740089416506,0.08606173994387278,53.785696913003044,-0.11524789522918619
KM822120|s|LIV_V|3398,Lassa,1066,118924.59389999999,8.689451789855958,0.08536585365853658,53.27083489681075,-0.1107879924953096
KM821828|s|LIV_V|3400,Lassa,1052,116987.48569999999,8.809234046936037,0.07509505703422054,37.45218631178722,0.1998098859315589
KM822118|s|LIV_V|3394,Lassa,1030,114867.21420000002,8.749085044860841,0.08349514563106795,52.95826213592254,-0.09126213592233012
KM822122|s|LIV_V|3391,Lassa,1049,116689.3782,8.963055610656738,0.07244995233555768,41.148808388942044,0.18979980934223067
MN275173|s|LIV_V|3401,Lassa,1101,123864.08810000001,8.303221702575684,0.08628519527702089,50.66031789282492,-0.17356948228882838
PP826288|s|LIV_V|3401,Lassa,1101,123850.0615,8.303221702575684,0.08628519527702089,50.75813805631267,-0.17384196185286108
KM821848|s|LIV_V|3380,Lassa,1061,118258.02309999999,8.661923789978026,0.08576814326107446,52.36014137606053,-0.08284637134778514
JN650517|s|LIV_V|3399,Lassa,1065,120802.2625,9.535405921936036,0.09295774647887324,52.3996244131458,-0.2525821596244132
NC_004296|s|LIV_V|3402,Lassa,1066,120986.50129999999,9.553843879699706,0.09287054409005628,52.359849906191634,-0.2543151969981238
KM821792|s|LIV_V|3397,Lassa,1066,118554.9199,8.633299827575684,0.08818011257035648,51.48884615384641,-0.10562851782363981
OR113005|s|LIV_V|3402,Lassa,1063,121039.8694,9.561837959289551,0.09783631232361242,52.1185324553154,-0.24327375352775166
KM821874|s|LIV_V|3402,Lassa,1065,118435.2368,8.677396202087401,0.0835680751173709,50.67756807511761,-0.07136150234741787
OQ919518|s|LIV_V|3401,Lassa,1104,123075.7307,8.199040794372557,0.07065217391304349,45.35607789855094,-0.25579710144927537
KM821899|s|LIV_V|3397,Lassa,1071,119092.1915,8.516676521301271,0.0849673202614379,52.50066293183966,-0.13912231559290386
KM821876|s|LIV_V|3384,Lassa,1050,116913.56169999999,9.059242439270019,0.08476190476190476,38.94667619047636,0.21009523809523806
KM821843|s|LIV_V|3371,Lassa,1051,116540.49919999999,8.579597663879394,0.08468125594671741,51.88545195052355,-0.1053282588011418
KM821779|s|LIV_V|3400,Lassa,1065,118166.79669999999,8.749149513244632,0.08732394366197183,51.947427230047204,-0.07446009389671365
KM822115|s|LIV_V|3395,Lassa,1051,116780.07029999999,9.06059627532959,0.08277830637488107,38.45081826831603,0.1881065651760228
KM821812|s|LIV_V|3401,Lassa,1077,119969.46209999998,8.684745597839356,0.08635097493036212,54.639647168059675,-0.13862581244196848
KM821832|s|LIV_V|3393,Lassa,1072,119342.6541,8.68642177581787,0.08488805970149255,55.202332089552485,-0.14169776119402988
KM821790|s|LIV_V|3374,Lassa,1044,116030.07609999998,8.61705379486084,0.08524904214559387,54.52662835249067,-0.12385057471264371
